index,Unnamed: 0,platform,title,description,keywords,htext,params,wiki,alltext,jscheck,docscheck,blogscheck,commcheck,category
585,585,www.pageresource.com,pageresource.com - all about web development, , ,"On PageResource.com, you can find all the essential guides for web development and design. PageResource All About Web Development ",/jscript/jstring1.htm,,  jstring1 essential web jscript com pageresource development design guides htm find,0,0,0,0,TRAINING
590,590,port-80-jico6278fu.treehouse-app.com,treehouse | workspaces encountered an error, , ,This is a preview link for a Treehouse Workspace that is not currently active. Workspace Unavailable ,/js/quote.js,,  error encountered preview active quote workspaces currently link treehouse workspace js unavailable,0,0,0,0,NOCLASS
591,591,html5demos.com,html5 demos and examples, , ,'HTML 5 experimentation and demos I''ve hacked together. Click on the browser support icon or the technology tag to filter the demos (the filter is an OR filter). HTML 5 Demos and Examples ',/geo,,  hacked geo technology tag demos filter html together click icon browser experimentation html5 support examples,0,0,0,0,THEME
592,592,shapeshed.com,george ornbo,"articles by george ornbo, a london-based technologist", ,Statuslines in Vim are not hard to create. Making your own means one less dependency in your life. George Ornbo Build your own Vim statusline ,/the-void-of-undefined-in-javascript/,,  undefined ornbo statusline build less dependency life one george based making technologist create means void hard statuslines london javascript vim articles,0,0,0,0,NEWS
594,594,blog.izs.me,blog.izs.me,writing and stuff from isaac z. schlueter,"oss,coding,writing",@izsgh:isaacsresumeArchiveAsk blog.izs.me Documentation Driven Development ,/post/2353458699/an-open-letter-to-javascript-leaders-regarding,,  schlueter oss isaacsresumearchiveask blog izsgh coding open post driven documentation leaders izs regarding writing stuff letter development javascript z isaac,0,0,1,0,NEWS
595,595,roguelike-reactjs.surge.sh,roguelike dungeon crawler -react-js, , , ,/,,  roguelike react js crawler dungeon,0,0,0,0,NEWS
598,598,www.simpleweatherjs.com,simpleweather.js - pretty much the best jquery plugin in the world.,'a simple jquery plugin to display current weather data for any location and doesn''t get in your way. developed by james fleeting.', ,"'A simple jQuery plugin to display current weather data for any location and doesn''t get in your way. Now supports HTML5 GeoLocation!Handcrafted with ♥ from Boston, MA by James Fleeting. Pretty much the best plugin in the world. '",,,  simpleweather plugin world best simple weather much jquery current data location js display way get pretty geolocation fleeting developed supports boston james handcrafted html5,1,0,0,0,PACKAGE
599,599,learn.knockoutjs.com,learn.knockoutjs.com, , ,'You''ve been on   before. Continue where you left off? ',/,,  learn com knockoutjs continue left,1,0,0,0,TRAINING
600,600,ampersandjs.com,ampersand.js - home,"ampersand.js, javascript, ampersand, node.js, apps, html5", ,"Imagine a version of Backbone.js where each piece (model, view, collection, etc) is its own GitHub repository and npm module with good, unified documentation (and yes, npm is wonderful for frontend code). A highly modular, loosely coupled, non-frameworky framework for building advanced JavaScript apps. What is Ampersand.js? ",/,,  backbone version frontend github loosely node view model npm apps framework repository building js collection piece coupled home imagine documentation yes module wonderful modular highly etc non advanced javascript ampersand code good html5 frameworky unified,1,0,0,0,PACKAGE
603,603,udemy.com,"udemy online courses - learn anything, on your schedule","udemy is an online learning and teaching marketplace with over 45,000 courses and 15 million students. learn programming, marketing, data science and more.", ,What course will your life take?  ,/javascript-essentials/learn/v4/content,"Udemy.com is an online learning platform. It is aimed at professional adults. Unlike academic MOOC programs driven by traditional collegiate coursework, Udemy provides a platform for experts of any kind to create courses which can be offered to the public, either at no charge or for a tuition fee. Udemy provides tools which enable users to create a course, promote it and earn money from student tuition charges.",  marketplace marketing course million teaching life data schedule learning content online anything take learn udemy science courses students essentials v4 javascript programming,0,0,0,0,TRAINING
605,605,james.padolsey.com,james padolsey, , ,"My name is James Padolsey. I was born in London and after much umming-and-ahhing, and a fair bit of travelling, I’ve made my way back here. I enjoy art, nature, photography, sociology and their many intersections. ","/javascript/looping-in-javascript/,/javascript/truthy-falsey/,/javascript/deep-copying-of-objects-and-arrays/,/javascript/closures-in-javascript/",,  photography enjoy arrays umming padolsey truthy copying many much art bit looping way made nature deep travelling back intersections falsey ahhing london name fair james javascript born objects closures sociology,0,0,0,0,NEWS
606,606,onlinehelp.tableau.com,online help | tableau software, , , ,/samples/en-us/js_api/tutorial.htm,"'Tableau Software ( tab-LOH) is a software company headquartered in Seattle, Washington, United States which produces interactive data visualization products focused on business intelligence. It initially began in order to commercialize research which had been conducted at Stanford University''s Department of Computer Science between 1999 and 2002. It was founded in Mountain View, California in January, 2003 by Chris Stolte, who specialized in visualization techniques for exploring and analyzing relational databases and data cubes. The product queries relational databases, OLAP cubes, cloud databases, and spreadsheets and then generates a number of graph types.'",  api software help online en tutorial tableau samples htm js us,0,0,0,0,COMMUITY
607,607,www.nczonline.net,nczonline - the official website of nicholas c. zakas,"the personal web site of front end engineer, book author, and speaker nicholas c. zakas.","javascript,ajax,nicholas,zakas,html,web,dhtml,dom,author,speaker, architecture","October 18, 2016  Recent Posts ","/blog/2008/04/20/get-the-javascript-global/,/blog/2010/03/02/maintainable-javascript-dont-modify-objects-you-down-own/,/blog/2009/06/09/computer-science-in-javascript-binary-search-tree-part-1/",,  personal computer end binary website front speaker blog part ajax recent dont official architecture get tree html site search nczonline maintainable zakas c posts author dom dhtml nicholas web october science modify javascript objects book global engineer,0,0,0,0,NEWS
609,609,www.codeconquest.com,free coding guide for beginners — code conquest,"code conquest is a free coding guide for beginners. learn all about coding, compare and select training, take free tutorials and learn a ton more.", ,Code Conquest Free Coding Guide for Beginners Subscribe to Code Conquest ,/blog/top-50-websites-to-learn-javascript/,,  websites blog coding guide tutorials ton free subscribe select top take conquest learn beginners training code compare javascript,0,0,0,0,TRAINING
610,610,jsfidle.net,403 forbidden, , ,403 Forbidden ,,,  forbidden,0,0,0,0,REPL
611,611,en.wikibooks.org,wikibooks, , ,Overview • Using Wikibooks • Questions • Help • Browse Main Page Navigation menu ,/wiki/JavaScript/Operators,,  main using wiki menu operators questions help javascript browse navigation page wikibooks overview,0,0,0,0,NEWS
612,612,embed.plnkr.co,unsaved project - plunker,, , ,/JPIJJsFeX8EMJsd1pDX8/,,  project jpijjsfex8emjsd1pdx8 unsaved plunker,0,0,0,0,REPL
